,To work (min),From work (min)
2017-07-12 10:55:20.159,39.0833333333,38.9666666667
2017-07-12 11:00:22.900,39.2,39.0333333333
2017-07-12 11:05:24.906,39.4333333333,38.9166666667
2017-07-12 11:10:26.594,39.0666666667,39.1166666667
2017-07-12 11:15:28.726,39.1,39.3166666667
2017-07-12 11:20:30.942,38.95,39.6666666667
2017-07-12 11:25:33.071,39.25,39.5666666667
2017-07-12 11:30:35.224,39.3,39.4333333333
2017-07-12 11:35:37.419,38.5,39.5666666667
2017-07-12 11:40:39.038,38.9666666667,39.3
2017-07-12 11:45:40.870,39.15,39.5
2017-07-12 11:50:42.868,39.6,39.3833333333
2017-07-12 11:55:44.834,39.35,39.5833333333
2017-07-12 12:00:46.529,38.85,39.6166666667
2017-07-12 12:05:48.507,39.1166666667,40.2666666667
2017-07-12 12:10:50.476,38.8666666667,40.5166666667
2017-07-12 12:15:52.750,39.6166666667,40.4833333333
2017-07-12 12:20:54.638,39.8,40.6833333333
2017-07-12 12:25:56.568,40.6166666667,40.6666666667
2017-07-12 12:30:59.450,40.2666666667,40.7833333333
2017-07-12 12:36:01.403,40.3,41.2333333333
2017-07-12 12:41:03.475,40.0,41.55
2017-07-12 12:46:05.639,39.8333333333,41.5166666667
2017-07-12 12:51:07.527,40.1666666667,41.35
2017-07-12 12:56:09.980,40.0833333333,41.05
2017-07-12 13:01:11.812,40.7,41.15
2017-07-12 13:06:13.798,40.5666666667,40.8166666667
2017-07-12 13:11:15.619,40.0166666667,40.6833333333
2017-07-12 13:16:17.801,41.15,40.4
2017-07-12 13:21:19.747,40.0,40.3666666667
2017-07-12 13:26:21.657,39.95,40.1166666667
2017-07-12 13:31:23.430,39.8166666667,40.3333333333
2017-07-12 13:36:25.373,39.7833333333,40.1166666667
2017-07-12 13:41:27.327,39.2666666667,39.9666666667
2017-07-12 13:46:29.338,39.45,39.5833333333
2017-07-12 13:51:31.248,39.3,39.3833333333
2017-07-12 13:56:32.931,39.0,39.3666666667
2017-07-12 14:01:34.706,38.5,39.3166666667
2017-07-12 14:06:37.612,38.95,39.2166666667
2017-07-12 14:11:39.472,39.5333333333,39.4833333333
2017-07-12 14:16:41.181,39.4666666667,39.4166666667
2017-07-12 14:21:42.946,39.8,39.45
2017-07-12 14:26:44.510,38.9,40.1333333333
2017-07-12 14:31:46.351,39.6833333333,40.1166666667
2017-07-12 14:36:48.351,39.7,40.3333333333
2017-07-12 14:41:50.222,39.9166666667,40.2
2017-07-12 14:46:52.734,40.2666666667,40.4666666667
2017-07-12 14:51:54.905,40.4666666667,40.45
2017-07-12 14:56:57.048,38.9833333333,40.2
2017-07-12 15:01:58.680,39.55,40.25
2017-07-12 15:07:00.521,39.8,39.7833333333
2017-07-12 15:12:02.685,39.3833333333,40.0166666667
2017-07-12 15:17:04.740,38.9833333333,39.65
2017-07-12 15:22:06.744,38.6,40.2333333333
2017-07-12 15:27:08.489,39.0166666667,40.7833333333
2017-07-12 15:32:10.259,39.4166666667,40.4
2017-07-12 15:37:12.062,38.0833333333,39.9166666667
2017-07-12 15:42:13.909,38.3333333333,39.8666666667
2017-07-12 15:47:15.635,38.5166666667,40.3333333333
2017-07-12 15:52:17.751,38.4666666667,40.2166666667
2017-07-12 15:57:19.803,39.1166666667,41.05
2017-07-12 16:02:21.496,38.8,40.9
2017-07-12 16:07:23.345,38.9333333333,40.8333333333
2017-07-12 16:12:25.004,39.2166666667,41.7833333333
2017-07-12 16:17:26.976,38.6166666667,42.7666666667
2017-07-12 16:22:28.851,38.65,42.5666666667
2017-07-12 16:27:31.268,38.1666666667,43.6666666667
2017-07-12 16:32:33.044,38.3,44.4666666667
2017-07-12 16:37:34.884,38.75,44.6166666667
2017-07-12 16:42:36.908,38.8833333333,44.95
2017-07-12 16:47:38.619,38.2,45.5666666667
2017-07-12 16:52:40.288,37.9333333333,45.35
2017-07-12 16:57:41.984,38.1833333333,45.55
2017-07-12 17:02:43.856,38.8,45.0
2017-07-12 17:07:45.837,37.9666666667,45.3
2017-07-12 17:12:47.537,38.2,44.6333333333
2017-07-12 17:17:50.401,38.65,44.6833333333
2017-07-12 17:23:07.019,37.3666666667,44.7
2017-07-12 17:28:08.877,38.0333333333,43.6833333333
2017-07-12 17:33:11.155,37.9333333333,43.5333333333
2017-07-12 17:38:17.116,38.15,43.3833333333
2017-07-12 17:43:18.762,37.3,42.9
2017-07-12 17:48:20.554,37.8166666667,41.4666666667
2017-07-12 17:53:22.556,38.0,40.5666666667
2017-07-12 17:58:24.288,38.3,39.7333333333
2017-07-12 18:03:26.002,37.25,38.7333333333
2017-07-12 18:08:27.717,37.2,38.5
2017-07-12 18:13:29.734,36.9666666667,37.9
2017-07-12 18:18:31.507,37.75,37.85
2017-07-12 18:23:33.268,37.3833333333,38.0333333333
2017-07-12 18:28:35.365,37.6166666667,37.75
2017-07-12 18:33:37.500,37.4666666667,37.6666666667
2017-07-12 18:38:39.261,37.1333333333,37.6166666667
2017-07-12 18:43:41.012,37.5,37.4166666667
2017-07-12 18:48:42.776,37.6666666667,37.7166666667
2017-07-12 18:53:44.485,36.9833333333,37.95
2017-07-12 18:58:46.319,37.3333333333,37.8666666667
2017-07-12 19:03:48.446,37.2166666667,38.0
2017-07-12 19:08:50.277,36.9666666667,37.9666666667
2017-07-12 19:13:52.510,36.8166666667,38.3166666667
2017-07-12 19:18:54.453,36.8666666667,38.15
2017-07-12 19:23:56.256,37.0666666667,38.15
2017-07-12 19:28:58.398,36.9833333333,38.15
2017-07-12 19:34:00.238,37.35,37.9
2017-07-12 19:39:02.005,36.6833333333,37.7
2017-07-12 19:44:03.978,36.8833333333,37.7666666667
2017-07-12 19:49:06.063,36.3666666667,37.9
2017-07-12 19:54:07.888,36.9166666667,37.9166666667
2017-07-12 19:59:09.509,37.05,38.0666666667
2017-07-12 20:04:11.491,37.4833333333,38.2333333333
2017-07-12 20:09:13.224,37.0666666667,38.3833333333
2017-07-12 20:14:15.632,36.55,38.0333333333
2017-07-12 20:19:17.847,36.7666666667,37.8666666667
2017-07-12 20:24:20.228,37.4333333333,38.4333333333
2017-07-12 20:29:22.207,36.7666666667,38.8
2017-07-12 20:34:23.915,37.2333333333,38.8166666667
2017-07-12 20:39:25.828,36.9833333333,38.3
2017-07-12 20:44:27.715,36.8,38.4333333333
2017-07-12 20:49:29.556,36.8666666667,38.4166666667
2017-07-12 20:54:31.645,37.3,38.4833333333
2017-07-12 20:59:33.578,36.8,38.2
2017-07-12 21:04:35.876,36.7666666667,38.2833333333
2017-07-12 21:09:37.901,36.6166666667,38.5
2017-07-12 21:14:39.941,36.6,38.7166666667
2017-07-12 21:19:41.712,36.5,38.9
2017-07-12 21:24:43.536,36.5166666667,38.3666666667
2017-07-12 21:29:45.332,36.4833333333,38.9833333333
2017-07-12 21:34:47.366,36.5666666667,39.0166666667
2017-07-12 21:39:49.349,36.3833333333,38.5833333333
2017-07-12 21:44:51.806,36.4333333333,38.4333333333
2017-07-12 21:49:53.798,37.0333333333,38.0666666667
2017-07-12 21:54:55.580,37.0166666667,37.9166666667
2017-07-12 21:59:57.715,36.9833333333,37.8666666667
2017-07-12 22:04:59.565,37.0833333333,38.0666666667
2017-07-12 22:10:01.434,36.8333333333,37.8833333333
2017-07-12 22:15:03.308,36.5833333333,37.9166666667
2017-07-12 22:20:05.147,36.7166666667,37.8666666667
2017-07-12 22:25:06.821,36.3,37.9166666667
2017-07-12 22:30:08.790,36.4333333333,37.95
2017-07-12 22:35:10.832,36.5333333333,37.8666666667
2017-07-12 22:40:12.619,36.3666666667,38.0
2017-07-12 22:45:14.674,36.4833333333,37.9333333333
2017-07-12 22:50:16.786,36.7,37.8166666667
2017-07-12 22:55:18.647,36.7666666667,37.7333333333
2017-07-12 23:00:20.665,36.7333333333,37.8666666667
2017-07-12 23:05:22.520,36.3666666667,37.8666666667
2017-07-12 23:10:24.367,36.3,37.7166666667
2017-07-12 23:15:26.456,36.3833333333,38.1333333333
2017-07-12 23:20:28.134,36.4666666667,37.7833333333
2017-07-12 23:25:29.966,36.4333333333,37.7333333333
2017-07-12 23:30:31.743,36.4,37.7333333333
2017-07-12 23:35:33.787,36.5166666667,37.9166666667
2017-07-12 23:40:35.605,36.5666666667,37.5
2017-07-12 23:45:37.133,36.4333333333,37.4
2017-07-12 23:50:38.755,36.4333333333,37.1833333333
2017-07-12 23:55:40.602,36.6166666667,37.0
