,To work (min),From work (min)
2017-07-05 11:37:36.134,37.7833333333,38.4166666667
2017-07-05 11:42:38.733,38.0666666667,38.6833333333
2017-07-05 11:47:40.618,38.4166666667,39.05
2017-07-05 11:52:42.533,38.0333333333,39.0
2017-07-05 11:57:44.649,38.05,39.0333333333
2017-07-05 12:02:46.871,37.8333333333,39.1166666667
2017-07-05 12:07:48.670,38.2166666667,38.6333333333
2017-07-05 12:12:50.961,38.0,38.6833333333
2017-07-05 12:17:52.602,38.4833333333,38.8
2017-07-05 12:22:54.833,38.4833333333,38.8666666667
2017-07-05 12:27:56.978,38.5666666667,39.0166666667
2017-07-05 12:32:59.448,38.1666666667,39.1833333333
2017-07-05 12:38:01.865,37.8833333333,39.4833333333
2017-07-05 12:43:03.703,38.0333333333,39.1833333333
2017-07-05 12:48:05.932,37.8666666667,39.1833333333
2017-07-05 12:53:07.624,38.2333333333,39.0666666667
2017-07-05 12:58:09.654,37.7666666667,39.2333333333
2017-07-05 13:03:11.631,38.0166666667,38.8833333333
2017-07-05 13:08:13.553,38.5333333333,38.7333333333
2017-07-05 13:13:16.046,38.7333333333,38.75
2017-07-05 13:18:17.854,37.7666666667,38.8833333333
2017-07-05 13:23:20.246,38.1,39.0166666667
2017-07-05 13:28:22.104,38.6333333333,39.2166666667
2017-07-05 13:33:24.335,37.95,38.9833333333
2017-07-05 13:38:26.475,38.35,39.15
2017-07-05 13:43:28.425,37.9,38.9666666667
2017-07-05 13:48:30.981,38.3166666667,39.1666666667
2017-07-05 13:53:33.069,38.2666666667,38.9666666667
2017-07-05 13:58:35.065,38.6833333333,38.8833333333
2017-07-05 14:03:37.071,37.9666666667,38.6166666667
2017-07-05 14:08:38.866,38.0666666667,38.4333333333
2017-07-05 14:13:40.842,38.3333333333,38.8666666667
2017-07-05 14:18:42.648,38.0,39.0666666667
2017-07-05 14:23:45.314,38.0,38.6333333333
2017-07-05 14:28:48.280,37.7666666667,38.4833333333
2017-07-05 14:33:50.071,37.9666666667,38.6333333333
2017-07-05 14:38:51.834,38.3666666667,38.6833333333
2017-07-05 14:43:53.720,38.3833333333,38.4666666667
2017-07-05 14:48:55.765,37.4666666667,38.2166666667
2017-07-05 14:53:58.204,37.65,38.2833333333
2017-07-05 14:58:59.933,37.5166666667,38.75
2017-07-05 15:04:01.825,37.95,38.7833333333
2017-07-05 15:09:03.784,38.1333333333,38.7
2017-07-05 15:14:05.778,37.5333333333,38.6666666667
2017-07-05 15:19:08.150,37.6166666667,38.7166666667
2017-07-05 15:24:10.007,38.45,38.85
2017-07-05 15:29:11.994,38.2666666667,39.3
2017-07-05 15:34:13.937,38.7666666667,39.2833333333
2017-07-05 15:39:16.373,37.6333333333,39.4666666667
2017-07-05 15:44:18.048,37.4333333333,39.4
2017-07-05 15:49:19.894,38.05,39.3833333333
2017-07-05 15:54:22.252,37.6,39.3833333333
2017-07-05 15:59:23.987,37.5833333333,39.4833333333
2017-07-05 16:04:25.802,38.4833333333,39.7833333333
2017-07-05 16:09:27.683,38.0,40.15
2017-07-05 16:14:29.696,38.15,39.9666666667
2017-07-05 16:19:31.689,37.7333333333,40.4833333333
2017-07-05 16:24:33.365,37.6,40.4666666667
2017-07-05 16:29:35.086,37.25,41.4166666667
2017-07-05 16:34:36.893,37.35,41.5
2017-07-05 16:39:38.822,37.4,40.9
2017-07-05 16:44:40.908,38.3,41.3
2017-07-05 16:49:44.074,37.5666666667,41.55
2017-07-05 16:54:46.196,37.4,41.9333333333
2017-07-05 16:59:48.067,37.7333333333,41.8166666667
2017-07-05 17:04:50.294,37.05,41.45
2017-07-05 17:09:51.940,37.5333333333,41.05
2017-07-05 17:14:54.148,37.1333333333,41.0333333333
2017-07-05 17:19:55.898,37.7,40.4666666667
2017-07-05 17:24:57.749,37.15,39.9666666667
2017-07-05 17:29:59.639,36.9166666667,40.4833333333
2017-07-05 17:35:01.846,37.9166666667,39.8833333333
2017-07-05 17:40:03.936,37.8333333333,39.9666666667
2017-07-05 17:45:06.100,37.3,39.0166666667
2017-07-05 17:50:07.889,37.4333333333,38.3333333333
2017-07-05 17:55:09.862,37.1166666667,38.0666666667
2017-07-05 18:00:11.611,36.9,37.6666666667
2017-07-05 18:05:13.694,36.7166666667,37.8333333333
2017-07-05 18:10:15.622,37.1166666667,37.8166666667
2017-07-05 18:15:17.536,36.6666666667,37.35
2017-07-05 18:20:19.395,36.65,37.4666666667
2017-07-05 18:25:21.558,37.2333333333,37.5833333333
2017-07-05 18:30:23.506,36.7833333333,38.2
2017-07-05 18:35:25.220,36.8,37.45
2017-07-05 18:40:27.243,37.5166666667,37.35
2017-07-05 18:45:29.375,36.65,37.3666666667
2017-07-05 18:50:31.460,36.9833333333,37.55
2017-07-05 18:55:33.491,37.3,37.6666666667
2017-07-05 19:00:35.501,36.7166666667,37.6666666667
2017-07-05 19:05:37.959,36.75,37.6166666667
2017-07-05 19:10:39.966,36.6,37.7666666667
2017-07-05 19:15:41.678,36.8333333333,37.6833333333
2017-07-05 19:20:43.565,37.1666666667,37.6333333333
2017-07-05 19:25:45.569,36.8333333333,38.1
2017-07-05 19:30:47.476,36.6333333333,38.2666666667
2017-07-05 19:35:50.297,36.8,37.9666666667
2017-07-05 19:40:52.461,36.7166666667,37.8166666667
2017-07-05 19:45:54.263,36.55,37.9
2017-07-05 19:50:55.935,36.7,37.8166666667
2017-07-05 19:55:57.747,37.0,38.1166666667
2017-07-05 20:00:59.575,37.05,37.9666666667
2017-07-05 20:06:01.675,37.8666666667,38.0
2017-07-05 20:11:03.684,37.7833333333,38.1166666667
2017-07-05 20:16:05.756,37.15,37.9833333333
2017-07-05 20:21:08.108,37.0833333333,38.0333333333
2017-07-05 20:26:10.124,37.9833333333,38.7666666667
2017-07-05 20:31:12.052,37.25,38.8833333333
2017-07-05 20:36:14.096,37.0666666667,38.9
2017-07-05 20:41:16.551,37.1666666667,39.1333333333
2017-07-05 20:46:18.364,37.1,39.0
2017-07-05 20:51:20.212,37.0833333333,39.1833333333
2017-07-05 20:56:22.434,36.3833333333,38.7
2017-07-05 21:01:24.804,36.4333333333,38.6666666667
2017-07-05 21:06:26.653,36.7666666667,38.6833333333
2017-07-05 21:11:28.648,37.1,38.7
2017-07-05 21:16:30.733,37.0333333333,38.8166666667
2017-07-05 21:21:32.692,36.7833333333,38.65
2017-07-05 21:26:34.454,36.55,37.8333333333
2017-07-05 21:31:36.496,36.4666666667,37.7
2017-07-05 21:36:38.279,36.6,37.7
2017-07-05 21:41:40.239,36.6666666667,37.8333333333
2017-07-05 21:46:42.093,36.4666666667,37.8166666667
2017-07-05 21:51:43.909,36.75,37.9666666667
2017-07-05 21:56:46.179,36.3166666667,37.9666666667
2017-07-05 22:01:48.285,36.1333333333,38.0
2017-07-05 22:06:50.350,36.1,38.2666666667
2017-07-05 22:11:52.141,36.0333333333,38.0666666667
2017-07-05 22:16:54.292,36.0166666667,38.15
2017-07-05 22:21:56.536,35.8833333333,37.9666666667
2017-07-05 22:26:58.272,36.0166666667,37.8833333333
2017-07-05 22:32:00.066,36.05,37.95
2017-07-05 22:37:02.301,36.2,37.9833333333
2017-07-05 22:42:04.201,36.4,37.8
2017-07-05 22:47:06.153,36.4166666667,37.7666666667
2017-07-05 22:52:08.127,36.35,37.5833333333
2017-07-05 22:57:09.798,36.35,37.45
2017-07-05 23:02:11.666,36.55,37.4166666667
2017-07-05 23:07:13.671,36.35,37.2833333333
2017-07-05 23:12:15.632,36.35,37.35
2017-07-05 23:17:17.386,36.25,37.65
2017-07-05 23:22:19.452,36.3333333333,37.75
2017-07-05 23:27:21.271,36.2833333333,37.8
2017-07-05 23:32:22.976,36.4666666667,37.6833333333
2017-07-05 23:37:25.013,36.55,37.6666666667
2017-07-05 23:42:26.978,36.6166666667,37.7
2017-07-05 23:47:28.823,36.5833333333,37.65
2017-07-05 23:52:30.545,36.6666666667,37.5833333333
2017-07-05 23:57:32.439,36.8,37.5166666667
