,To work (min),From work (min)
2017-07-04 18:46:30.390,36.0833333333,37.5333333333
2017-07-04 18:51:32.649,36.15,37.4166666667
2017-07-04 18:56:34.454,36.3,37.4333333333
2017-07-04 19:01:36.090,36.05,37.65
2017-07-04 19:06:37.816,36.0833333333,37.5333333333
2017-07-04 19:11:39.849,36.0333333333,37.1666666667
2017-07-04 19:16:41.494,36.0333333333,37.35
2017-07-04 19:21:43.339,36.2,37.4833333333
2017-07-04 19:26:45.056,36.6166666667,37.7166666667
2017-07-04 19:31:46.732,36.5166666667,37.9166666667
2017-07-04 19:36:48.562,36.4666666667,37.2833333333
2017-07-04 19:41:50.194,36.4833333333,37.3
2017-07-04 19:46:52.183,36.5833333333,37.1833333333
2017-07-04 19:51:54.198,36.0,36.9
2017-07-04 19:56:55.811,36.25,36.8166666667
2017-07-04 20:01:57.692,36.0333333333,36.8166666667
2017-07-04 20:06:59.908,36.3666666667,37.0333333333
2017-07-04 20:12:01.641,36.9833333333,37.2833333333
2017-07-04 20:17:03.187,36.2333333333,37.3666666667
2017-07-04 20:22:05.220,36.15,37.4666666667
2017-07-04 20:27:07.338,36.0166666667,37.2666666667
2017-07-04 20:32:08.880,36.0333333333,37.3833333333
2017-07-04 20:37:10.593,36.25,37.4666666667
2017-07-04 20:42:12.422,36.2,37.5833333333
2017-07-04 20:47:14.164,36.0,37.6166666667
2017-07-04 20:52:16.314,36.45,37.4333333333
2017-07-04 20:57:17.864,36.2333333333,37.3166666667
2017-07-04 21:02:19.581,36.8,37.1666666667
2017-07-04 21:07:21.897,36.7666666667,37.2
2017-07-04 21:12:23.593,36.45,37.3833333333
2017-07-04 21:17:25.545,36.4833333333,37.4833333333
2017-07-04 21:22:27.913,36.4666666667,37.6333333333
2017-07-04 21:27:29.811,36.2666666667,37.7666666667
2017-07-04 21:32:31.372,35.8166666667,37.6
2017-07-04 21:37:33.107,36.05,37.45
2017-07-04 21:42:35.173,35.95,37.3666666667
2017-07-04 21:47:36.862,36.6833333333,37.3666666667
2017-07-04 21:52:39.194,36.8833333333,37.6166666667
2017-07-04 21:57:41.142,36.6833333333,37.3666666667
2017-07-04 22:02:42.854,36.3833333333,37.25
2017-07-04 22:07:44.620,36.35,37.15
2017-07-04 22:12:46.493,36.5333333333,37.2
2017-07-04 22:17:48.308,36.3333333333,37.2
2017-07-04 22:22:50.367,36.3833333333,37.0166666667
2017-07-04 22:27:51.852,36.4,37.05
2017-07-04 22:32:53.775,36.25,37.2
2017-07-04 22:37:56.022,36.1833333333,37.4666666667
2017-07-04 22:42:57.737,36.2,37.7
2017-07-04 22:47:59.438,36.2666666667,37.5833333333
2017-07-04 22:53:01.195,36.4166666667,37.5166666667
2017-07-04 22:58:03.147,36.3833333333,37.4833333333
2017-07-04 23:03:04.884,36.3166666667,37.5
2017-07-04 23:08:06.780,36.4,37.4
2017-07-04 23:13:09.858,36.0833333333,37.45
2017-07-04 23:18:11.578,36.0166666667,37.4666666667
2017-07-04 23:23:13.255,36.25,37.5333333333
2017-07-04 23:28:14.852,35.85,37.85
2017-07-04 23:33:16.336,35.8166666667,37.5333333333
2017-07-04 23:38:18.155,36.0666666667,37.4
2017-07-04 23:43:20.166,36.0666666667,37.2333333333
2017-07-04 23:48:21.838,36.0333333333,37.2833333333
2017-07-04 23:53:23.753,36.2166666667,37.1833333333
2017-07-04 23:58:25.418,36.2166666667,37.0666666667
