,To work (min),From work (min)
2017-07-15 04:00:02.897,36.1,37.3166666667
2017-07-15 04:05:04.529,36.0,37.3333333333
2017-07-15 04:10:05.770,35.95,37.3166666667
2017-07-15 04:15:07.470,35.8,37.25
2017-07-15 04:20:09.224,35.7333333333,37.2333333333
2017-07-15 04:25:10.452,35.7,37.0833333333
2017-07-15 04:30:11.687,35.7333333333,37.1
2017-07-15 04:35:13.251,35.4666666667,37.1333333333
2017-07-15 04:40:14.620,35.4166666667,37.2
2017-07-15 04:45:16.227,35.2833333333,37.25
2017-07-15 04:50:17.795,35.3,37.1833333333
2017-07-15 04:55:19.087,35.3666666667,37.3833333333
2017-07-15 05:00:20.724,35.4,37.45
2017-07-15 05:05:22.044,35.6666666667,37.4333333333
2017-07-15 05:10:23.620,35.6833333333,37.3833333333
2017-07-15 05:15:24.885,35.7,37.45
2017-07-15 05:20:26.537,35.35,37.3666666667
2017-07-15 05:25:27.793,35.35,37.2333333333
2017-07-15 05:30:29.134,35.5166666667,37.2166666667
2017-07-15 05:35:30.800,35.4,37.2333333333
2017-07-15 05:40:32.811,35.3166666667,37.3833333333
2017-07-15 05:45:34.027,35.1833333333,37.4333333333
2017-07-15 05:50:35.714,35.05,37.4
2017-07-15 05:55:37.340,34.9833333333,37.2333333333
2017-07-15 06:00:39.071,35.1833333333,37.15
2017-07-15 06:05:40.759,35.1833333333,36.95
2017-07-15 06:10:42.675,35.0333333333,36.95
2017-07-15 06:15:44.004,34.9,36.95
2017-07-15 06:20:45.582,34.8833333333,36.9666666667
2017-07-15 06:25:47.417,34.6666666667,37.1
2017-07-15 06:30:48.732,34.5666666667,37.0166666667
2017-07-15 06:35:50.592,34.6333333333,36.9666666667
2017-07-15 06:40:51.958,34.75,36.8
2017-07-15 06:45:53.275,34.65,36.7833333333
2017-07-15 06:55:56.774,35.2333333333,36.9
2017-07-15 07:00:58.695,35.2,36.9666666667
2017-07-15 07:06:00.393,35.4,37.05
2017-07-15 07:11:02.175,35.5,37.1
2017-07-15 07:16:03.354,35.55,37.15
2017-07-15 07:21:04.648,35.5666666667,37.2333333333
2017-07-15 07:26:06.443,35.6833333333,37.2166666667
2017-07-15 07:31:07.731,35.45,37.3333333333
2017-07-15 07:36:09.716,35.6166666667,37.2666666667
2017-07-15 07:41:11.341,35.55,37.35
2017-07-15 07:46:12.580,35.4166666667,37.2833333333
2017-07-15 07:51:14.271,35.8833333333,37.4833333333
2017-07-15 07:56:15.665,35.5,37.3166666667
2017-07-15 08:01:16.978,35.4833333333,37.1333333333
2017-07-15 08:06:18.682,35.7,37.05
2017-07-15 08:11:20.452,35.5,37.1
2017-07-15 08:16:22.812,35.3833333333,37.0333333333
2017-07-15 08:21:24.004,35.65,37.35
2017-07-15 08:26:25.675,35.75,37.4
2017-07-15 08:31:27.473,35.7666666667,37.2833333333
2017-07-15 08:36:29.700,35.7833333333,37.45
2017-07-15 08:41:31.342,35.5166666667,37.5
2017-07-15 08:46:33.264,35.3333333333,37.7833333333
2017-07-15 08:51:34.901,36.1,37.5166666667
2017-07-15 08:56:37.123,35.8,37.4166666667
2017-07-15 09:01:39.187,35.8166666667,37.4666666667
2017-07-15 09:06:40.949,35.95,37.55
2017-07-15 09:11:42.778,36.25,37.8333333333
2017-07-15 09:16:44.413,36.2333333333,37.4666666667
2017-07-15 09:21:46.323,35.7833333333,37.6333333333
2017-07-15 09:26:48.146,36.5,38.1666666667
2017-07-15 09:31:49.961,36.35,37.9666666667
2017-07-15 09:36:51.686,36.1166666667,38.05
2017-07-15 09:41:53.382,35.9833333333,38.0333333333
2017-07-15 09:46:55.336,36.1833333333,37.75
2017-07-15 09:51:57.033,36.4,38.1666666667
2017-07-15 09:56:58.827,36.55,38.1333333333
2017-07-15 10:02:00.478,36.4666666667,38.3166666667
2017-07-15 10:07:02.144,36.6833333333,38.2666666667
2017-07-15 10:12:04.163,36.5833333333,38.1833333333
2017-07-15 10:17:05.882,36.15,38.1166666667
2017-07-15 10:22:07.719,36.3833333333,38.1666666667
2017-07-15 10:27:09.622,36.5333333333,38.0666666667
2017-07-15 10:32:11.351,36.7,38.35
2017-07-15 10:37:12.939,37.1833333333,38.2666666667
2017-07-15 10:42:14.652,37.0,38.2
2017-07-15 10:47:16.719,36.8333333333,38.1833333333
2017-07-15 10:52:18.449,37.2333333333,38.2833333333
2017-07-15 10:57:20.252,36.8166666667,38.3166666667
2017-07-15 11:02:21.910,37.05,38.4
2017-07-15 11:07:23.712,37.6,38.35
2017-07-15 11:12:25.661,37.2166666667,38.4333333333
2017-07-15 11:17:27.578,37.5,38.4666666667
2017-07-15 11:22:29.467,37.25,38.6
2017-07-15 11:27:31.152,37.0833333333,38.2833333333
2017-07-15 11:32:33.117,36.7333333333,38.5166666667
2017-07-15 11:37:35.332,36.75,38.5333333333
2017-07-15 11:42:36.991,36.7333333333,38.5
2017-07-15 11:47:38.893,37.0,38.6166666667
2017-07-15 11:52:40.789,36.9833333333,38.8833333333
2017-07-15 11:57:42.666,37.65,38.6666666667
2017-07-15 12:02:44.741,36.8833333333,38.85
2017-07-15 12:07:47.093,37.3833333333,38.95
2017-07-15 12:12:48.925,37.2333333333,38.7666666667
2017-07-15 12:17:50.756,37.45,38.8666666667
2017-07-15 12:22:52.554,36.85,38.75
2017-07-15 12:27:54.472,36.7833333333,39.4666666667
2017-07-15 12:32:56.085,36.8666666667,39.5166666667
2017-07-15 12:37:58.021,37.25,39.35
2017-07-15 12:42:59.789,36.65,39.85
2017-07-15 12:48:02.150,37.0333333333,39.9833333333
2017-07-15 12:53:04.182,36.8666666667,39.9666666667
2017-07-15 12:58:06.067,36.9833333333,39.7166666667
2017-07-15 13:03:07.846,36.9166666667,39.3
2017-07-15 13:08:09.465,36.7666666667,39.1833333333
2017-07-15 13:13:11.691,36.9333333333,39.45
2017-07-15 13:18:13.736,36.7833333333,39.3166666667
2017-07-15 13:23:15.419,36.6666666667,39.6333333333
2017-07-15 13:28:17.402,36.4833333333,39.7833333333
2017-07-15 13:33:19.123,37.1333333333,39.55
2017-07-15 13:38:20.950,36.85,39.25
2017-07-15 13:43:22.966,37.0166666667,39.3333333333
2017-07-15 13:48:24.897,38.1,39.5
2017-07-15 13:53:26.633,37.4333333333,39.7166666667
2017-07-15 13:58:28.312,36.85,39.6333333333
2017-07-15 14:03:30.047,37.0166666667,39.85
2017-07-15 14:08:31.790,38.45,40.0
2017-07-15 14:13:33.667,37.05,40.9333333333
2017-07-15 14:18:35.405,37.5833333333,40.6333333333
2017-07-15 14:23:37.326,37.3,40.7333333333
2017-07-15 14:33:40.755,37.25,42.4666666667
2017-07-15 14:38:42.446,38.1333333333,41.8
2017-07-15 14:43:44.192,37.2333333333,41.6
2017-07-15 14:48:46.247,36.6666666667,42.7666666667
2017-07-15 14:53:48.091,36.6833333333,41.7666666667
2017-07-15 14:58:49.910,36.5166666667,41.6333333333
2017-07-15 15:03:51.956,36.7666666667,41.4
2017-07-15 15:08:54.303,36.7333333333,40.7
2017-07-15 15:13:56.118,36.6333333333,40.1833333333
2017-07-15 15:18:58.262,37.3,39.7666666667
2017-07-15 15:23:59.968,36.6333333333,39.4333333333
2017-07-15 15:29:02.245,36.7333333333,39.3
2017-07-15 15:34:03.909,37.15,38.8833333333
2017-07-15 15:39:05.612,37.1833333333,38.5666666667
2017-07-15 15:44:07.244,36.8666666667,38.65
2017-07-15 15:49:09.118,37.1666666667,38.2333333333
2017-07-15 15:54:10.847,36.9333333333,38.2333333333
2017-07-15 15:59:12.787,36.6666666667,38.35
2017-07-15 16:04:15.178,37.1666666667,38.1
2017-07-15 16:09:16.769,36.7666666667,38.2333333333
2017-07-15 16:14:18.564,37.1,38.0333333333
2017-07-15 16:24:29.735,36.65,38.2166666667
2017-07-15 16:29:31.599,36.6,38.15
2017-07-15 16:34:33.450,36.9833333333,38.0
2017-07-15 16:39:35.057,37.1666666667,38.1333333333
2017-07-15 16:44:36.778,37.0,38.1666666667
2017-07-15 16:49:38.735,37.0,38.15
2017-07-15 16:54:40.932,37.1333333333,38.2
2017-07-15 16:59:42.710,37.0666666667,38.2
2017-07-15 17:04:44.671,37.1333333333,38.2666666667
2017-07-15 17:09:47.018,37.1333333333,38.25
2017-07-15 17:14:48.686,37.0,38.2333333333
2017-07-15 17:19:50.489,36.9166666667,37.9833333333
2017-07-15 17:24:52.476,36.8666666667,37.7166666667
2017-07-15 17:29:54.654,37.0166666667,37.5833333333
2017-07-15 17:34:56.897,36.8166666667,37.5833333333
2017-07-15 17:39:58.655,37.1,37.6166666667
2017-07-15 17:45:00.468,36.8166666667,37.7166666667
2017-07-15 17:50:02.473,36.2666666667,38.0166666667
2017-07-15 17:55:04.378,36.4666666667,37.9333333333
2017-07-15 18:00:06.812,36.7666666667,37.8166666667
2017-07-15 18:05:09.129,36.3,37.8166666667
2017-07-15 18:10:11.075,36.4,37.7666666667
2017-07-15 18:15:12.892,36.2666666667,37.5
2017-07-15 18:20:14.530,36.8,37.6166666667
2017-07-15 18:25:16.663,36.9333333333,37.6
2017-07-15 18:30:18.583,36.1666666667,37.5333333333
2017-07-15 18:35:20.800,36.8166666667,37.6333333333
2017-07-15 18:40:22.594,36.5333333333,37.75
2017-07-15 18:45:24.908,36.45,37.65
2017-07-15 18:50:26.712,36.3166666667,37.4
2017-07-15 18:55:28.404,36.7,37.6
2017-07-15 19:00:30.258,37.0333333333,37.7666666667
2017-07-15 19:05:32.225,39.7166666667,37.4
2017-07-15 19:10:34.205,40.15,37.2333333333
2017-07-15 19:15:35.867,38.9666666667,37.4
2017-07-15 19:20:37.740,39.1666666667,37.85
2017-07-15 19:25:39.788,37.65,37.7333333333
2017-07-15 19:30:41.797,37.5166666667,37.7666666667
2017-07-15 19:35:43.613,37.4833333333,37.9166666667
2017-07-15 19:40:45.427,37.75,37.9833333333
2017-07-15 19:45:47.221,37.8,37.8166666667
2017-07-15 19:50:48.931,37.7666666667,37.7666666667
2017-07-15 19:55:50.525,37.6666666667,37.8
2017-07-15 20:00:52.213,37.4833333333,37.9166666667
2017-07-15 20:05:54.098,37.7666666667,37.9833333333
2017-07-15 20:10:56.257,37.75,37.8
2017-07-15 20:15:58.316,37.7833333333,37.7666666667
2017-07-15 20:21:00.516,37.95,38.15
2017-07-15 20:26:02.486,37.0333333333,37.8833333333
2017-07-15 20:31:04.346,36.5,37.7666666667
2017-07-15 20:36:06.229,36.4666666667,37.7666666667
2017-07-15 20:41:07.789,36.75,37.7666666667
