,To work (min),From work (min)
2017-07-06 07:10:01.269,39.3833333333,37.3833333333
2017-07-06 07:15:03.127,39.4,37.4333333333
2017-07-06 07:20:04.748,39.15,37.4
2017-07-06 07:25:06.482,39.1333333333,37.7333333333
2017-07-06 07:30:08.034,38.75,37.75
2017-07-06 07:35:09.631,38.7333333333,38.1333333333
2017-07-06 07:40:11.315,38.85,37.9666666667
2017-07-06 07:45:12.993,38.2166666667,37.7
2017-07-06 07:50:14.633,37.3166666667,37.7666666667
2017-07-06 07:55:16.377,37.1,37.7833333333
2017-07-06 08:00:18.096,36.6,37.7
2017-07-06 08:05:19.797,36.25,37.6666666667
2017-07-06 08:10:22.237,36.2166666667,37.6333333333
2017-07-06 08:15:23.786,36.1666666667,38.15
2017-07-06 08:20:25.676,36.25,38.0166666667
2017-07-06 08:25:27.654,36.3666666667,38.1666666667
2017-07-06 08:30:29.279,36.1166666667,38.1666666667
2017-07-06 08:35:31.255,36.3,37.95
2017-07-06 08:40:32.940,36.3166666667,37.5666666667
2017-07-06 08:45:34.689,36.95,37.8166666667
2017-07-06 08:50:36.560,36.65,37.75
2017-07-06 08:55:38.775,36.9666666667,37.7833333333
2017-07-06 09:00:40.857,36.7833333333,37.9833333333
2017-07-06 09:05:42.633,37.2333333333,38.15
2017-07-06 09:10:44.493,37.3666666667,38.1
2017-07-06 09:15:46.469,37.2,38.2166666667
2017-07-06 09:20:48.439,37.35,38.25
2017-07-06 09:25:50.533,37.05,38.1333333333
2017-07-06 09:30:52.501,37.0833333333,38.2166666667
2017-07-06 09:35:54.372,37.4833333333,38.5833333333
2017-07-06 09:40:56.440,38.2,38.4166666667
2017-07-06 09:45:58.332,37.4666666667,38.2
2017-07-06 09:51:00.182,37.4666666667,38.3
2017-07-06 09:56:02.039,37.35,38.5
2017-07-06 10:01:04.171,37.4,38.35
2017-07-06 10:06:06.086,37.2166666667,38.3166666667
2017-07-06 10:11:08.220,37.6333333333,38.6833333333
2017-07-06 10:16:10.214,37.5833333333,39.0666666667
2017-07-06 10:21:12.242,37.6666666667,38.8
2017-07-06 10:26:14.090,37.3,38.65
2017-07-06 10:31:16.990,37.7,38.7333333333
2017-07-06 10:36:18.921,38.1666666667,39.2333333333
2017-07-06 10:46:23.542,37.6166666667,38.85
2017-07-06 10:51:25.806,37.3166666667,38.8333333333
2017-07-06 10:56:27.804,37.6666666667,38.95
2017-07-06 11:01:29.722,37.65,38.9333333333
2017-07-06 11:06:31.665,37.5166666667,38.7333333333
2017-07-06 11:11:33.863,38.05,39.1
2017-07-06 11:16:36.562,37.9666666667,39.4833333333
2017-07-06 11:21:38.454,38.1833333333,39.0833333333
2017-07-06 11:26:40.555,37.8,39.0166666667
2017-07-06 11:31:42.548,37.7833333333,39.2833333333
2017-07-06 11:36:44.623,37.9,39.75
2017-07-06 11:41:46.341,37.9,40.0333333333
2017-07-06 11:46:48.059,37.7,40.2
2017-07-06 11:51:50.106,37.5,38.95
2017-07-06 11:56:52.066,37.5833333333,39.1166666667
2017-07-06 12:01:54.059,37.6666666667,39.2333333333
2017-07-06 12:06:56.121,38.2333333333,39.15
2017-07-06 12:11:58.497,38.4333333333,39.2666666667
2017-07-06 12:17:00.350,38.4833333333,39.5666666667
2017-07-06 12:22:02.563,37.8666666667,39.5166666667
2017-07-06 12:27:04.848,37.85,39.4
2017-07-06 12:32:06.761,38.25,39.4666666667
2017-07-06 12:37:09.984,38.7333333333,39.5
2017-07-06 12:42:11.877,38.7166666667,39.7666666667
2017-07-06 12:47:13.923,38.25,39.9833333333
2017-07-06 12:52:15.967,37.8333333333,40.0666666667
2017-07-06 12:57:18.014,38.3166666667,40.0833333333
2017-07-06 13:02:19.956,38.5333333333,39.8333333333
2017-07-06 13:07:22.025,38.3333333333,39.65
2017-07-06 13:12:24.355,38.2,39.7333333333
2017-07-06 13:17:26.446,38.7333333333,39.35
2017-07-06 13:22:29.171,38.4166666667,39.2833333333
2017-07-06 13:27:31.066,38.0833333333,39.3333333333
2017-07-06 13:32:32.987,38.25,39.55
2017-07-06 13:37:34.876,38.5,40.0333333333
2017-07-06 13:42:37.044,38.2833333333,40.0333333333
2017-07-06 13:47:39.110,38.15,39.5166666667
2017-07-06 13:52:41.684,38.1333333333,39.4333333333
2017-07-06 13:57:44.252,38.05,38.6166666667
2017-07-06 14:02:46.048,37.9333333333,38.45
2017-07-06 14:07:48.328,38.3333333333,38.2833333333
2017-07-06 14:12:50.307,38.2333333333,38.3
2017-07-06 14:17:52.202,38.1,38.4666666667
2017-07-06 14:22:54.209,38.95,39.0166666667
2017-07-06 14:27:56.493,38.5666666667,39.5
2017-07-06 14:32:58.564,39.2,39.6666666667
2017-07-06 14:38:01.167,38.3833333333,39.5833333333
2017-07-06 14:43:02.948,37.9833333333,39.1333333333
2017-07-06 14:48:05.652,38.35,39.2666666667
2017-07-06 14:53:08.218,38.1166666667,39.0
2017-07-06 14:58:10.152,37.7333333333,39.0666666667
2017-07-06 15:03:12.882,37.55,39.2666666667
2017-07-06 15:08:15.015,38.3333333333,39.9833333333
2017-07-06 15:13:16.942,38.2,40.15
2017-07-06 15:18:18.877,37.6833333333,39.4666666667
2017-07-06 15:23:21.658,37.6166666667,39.45
2017-07-06 15:28:23.716,37.8666666667,39.3
2017-07-06 15:33:25.623,37.9666666667,39.6833333333
2017-07-06 15:38:27.938,38.5,39.9666666667
2017-07-06 15:43:29.978,38.6666666667,40.1166666667
2017-07-06 15:48:31.965,38.1166666667,40.4
2017-07-06 15:53:33.614,38.1166666667,40.45
2017-07-06 15:58:39.304,37.7666666667,40.3833333333
2017-07-06 16:03:41.626,38.0166666667,40.6666666667
2017-07-06 16:08:43.620,38.2666666667,40.25
2017-07-06 16:13:45.658,38.5,40.55
2017-07-06 16:18:48.797,37.6666666667,40.9166666667
2017-07-06 16:23:50.708,37.85,40.5166666667
2017-07-06 16:28:53.496,37.3166666667,40.5
2017-07-06 16:33:55.229,37.85,40.5166666667
2017-07-06 16:38:57.530,37.6,41.1833333333
2017-07-06 16:43:59.589,37.55,41.4166666667
2017-07-06 16:49:01.525,38.0333333333,41.3833333333
2017-07-06 16:54:04.073,38.2666666667,40.4833333333
2017-07-06 16:59:06.036,37.4166666667,40.4166666667
2017-07-06 17:04:07.977,37.55,40.4
2017-07-06 17:09:09.658,37.9,39.7166666667
2017-07-06 17:14:12.399,38.3333333333,40.1
2017-07-06 17:19:14.257,37.8166666667,39.6166666667
2017-07-06 17:24:16.051,38.2333333333,39.2666666667
2017-07-06 17:29:18.075,38.1833333333,39.4333333333
2017-07-06 17:34:20.011,37.9666666667,39.2
2017-07-06 17:39:22.147,37.7333333333,38.9833333333
2017-07-06 17:44:23.971,37.0333333333,38.6333333333
2017-07-06 17:49:25.944,37.8666666667,38.3333333333
2017-07-06 17:54:27.771,37.05,38.0666666667
2017-07-06 17:59:29.579,37.0833333333,37.8666666667
2017-07-06 18:04:31.497,37.4333333333,37.9
2017-07-06 18:09:33.352,37.2166666667,37.85
2017-07-06 18:14:35.188,37.15,37.6666666667
2017-07-06 18:19:37.143,36.8166666667,37.5
2017-07-06 18:24:39.394,36.4,37.5666666667
2017-07-06 18:29:41.513,36.25,37.3666666667
2017-07-06 18:34:43.451,36.15,37.4166666667
2017-07-06 18:39:45.266,36.45,37.4333333333
2017-07-06 18:44:47.154,36.3333333333,37.55
2017-07-06 18:49:49.566,36.3166666667,37.8
2017-07-06 18:54:51.493,36.6666666667,38.1
2017-07-06 18:59:53.436,36.85,37.9333333333
2017-07-06 19:04:55.513,36.4666666667,37.7666666667
2017-07-06 19:09:58.167,36.35,37.8666666667
2017-07-06 19:15:00.134,37.15,38.0166666667
2017-07-06 19:20:01.802,36.7833333333,37.9833333333
2017-07-06 19:25:03.830,36.8833333333,37.7666666667
2017-07-06 19:30:05.611,36.7833333333,37.7
2017-07-06 19:35:07.425,36.3833333333,37.4666666667
2017-07-06 19:40:10.062,36.3833333333,37.4333333333
2017-07-06 19:45:12.035,36.4,37.6
2017-07-06 19:50:13.830,36.45,37.8833333333
2017-07-06 19:55:15.735,36.5166666667,37.7
