,To work (min),From work (min)
2017-07-14 05:16:15.800,35.7833333333,37.6833333333
2017-07-14 05:21:17.673,35.7333333333,37.6333333333
2017-07-14 05:26:19.678,35.65,37.55
2017-07-14 05:31:20.984,35.45,37.4333333333
2017-07-14 05:36:22.249,35.5166666667,37.4166666667
2017-07-14 05:41:24.174,35.5666666667,37.55
2017-07-14 05:46:25.454,36.0333333333,37.9166666667
2017-07-14 05:51:27.448,35.9833333333,37.6166666667
2017-07-14 05:56:29.116,35.8666666667,37.6166666667
2017-07-14 06:01:30.311,35.9,37.5166666667
2017-07-14 06:06:31.599,36.05,37.6
2017-07-14 06:11:33.194,36.7,37.55
2017-07-14 06:16:34.900,36.3833333333,37.3
2017-07-14 06:21:36.574,36.5833333333,37.1
2017-07-14 06:26:38.326,36.4333333333,36.9666666667
2017-07-14 06:31:40.342,36.3333333333,37.0833333333
2017-07-14 06:36:42.153,36.3333333333,37.05
2017-07-14 06:41:43.740,36.3666666667,37.05
2017-07-14 06:46:45.502,36.4666666667,36.9666666667
2017-07-14 06:51:47.068,36.0833333333,36.9166666667
2017-07-14 06:56:48.800,36.6833333333,37.1333333333
2017-07-14 07:01:51.082,36.8666666667,36.8666666667
2017-07-14 07:06:53.018,37.4333333333,37.1166666667
2017-07-14 07:11:54.561,37.9,37.2333333333
2017-07-14 07:16:56.603,37.9333333333,37.4
2017-07-14 07:21:58.439,37.4,37.4333333333
2017-07-14 07:27:00.064,38.3,37.55
2017-07-14 07:32:02.064,36.6333333333,37.5666666667
2017-07-14 07:37:03.724,37.0166666667,37.8666666667
2017-07-14 07:42:05.930,36.8833333333,37.6666666667
2017-07-14 07:47:10.786,37.0,37.8666666667
2017-07-14 07:52:12.758,36.7333333333,37.9666666667
2017-07-14 07:57:14.701,36.6333333333,37.9
2017-07-14 08:02:16.621,36.5833333333,37.9333333333
2017-07-14 08:07:18.474,37.0166666667,37.75
2017-07-14 08:12:20.204,37.0333333333,38.1333333333
2017-07-14 08:17:21.793,36.9666666667,38.1333333333
2017-07-14 08:22:24.001,36.5833333333,38.3333333333
2017-07-14 08:27:25.904,36.4666666667,38.1333333333
2017-07-14 08:32:28.690,37.65,38.25
2017-07-14 08:37:30.481,37.1,38.1666666667
2017-07-14 08:42:33.059,36.9333333333,38.5166666667
2017-07-14 08:47:34.826,36.9166666667,38.3333333333
2017-07-14 08:52:37.047,37.0,38.25
2017-07-14 08:57:38.757,36.9666666667,38.3
2017-07-14 09:02:40.764,37.25,38.4666666667
2017-07-14 09:12:44.240,37.0833333333,38.45
2017-07-14 09:17:46.109,37.1166666667,38.5166666667
2017-07-14 09:22:48.128,37.5,38.7166666667
2017-07-14 09:32:51.877,37.85,38.5
2017-07-14 09:37:53.795,37.2166666667,38.55
2017-07-14 09:42:55.563,37.55,38.5833333333
2017-07-14 09:47:57.728,37.1666666667,38.6833333333
2017-07-14 09:52:59.905,37.8666666667,39.0166666667
2017-07-14 09:58:01.605,37.8833333333,39.1833333333
2017-07-14 10:03:03.876,37.3333333333,38.9833333333
2017-07-14 10:13:12.991,38.3833333333,39.2333333333
2017-07-14 10:18:14.750,38.1333333333,38.9333333333
2017-07-14 10:23:16.641,38.0333333333,39.15
2017-07-14 10:28:18.799,37.8333333333,39.5166666667
2017-07-14 10:33:20.620,37.6166666667,39.1333333333
2017-07-14 10:38:22.899,38.3333333333,38.9833333333
2017-07-14 10:43:24.877,38.5666666667,39.0
2017-07-14 10:48:26.642,38.3166666667,38.9166666667
2017-07-14 10:53:28.588,37.8333333333,39.2833333333
2017-07-14 10:58:30.532,37.75,39.1666666667
2017-07-14 11:03:32.644,38.3333333333,39.3166666667
2017-07-14 11:08:34.501,38.2833333333,39.2333333333
2017-07-14 11:13:36.235,38.4666666667,39.3333333333
2017-07-14 11:18:38.066,38.3,39.5666666667
2017-07-14 11:23:39.845,38.0333333333,39.8666666667
2017-07-14 11:28:41.974,38.35,39.3666666667
2017-07-14 11:33:43.530,38.0833333333,39.5
2017-07-14 11:38:45.488,38.1333333333,40.2
2017-07-14 11:43:47.214,38.1166666667,39.55
2017-07-14 11:48:49.511,38.15,39.7666666667
2017-07-14 11:53:51.640,38.2833333333,39.45
2017-07-14 11:58:53.500,39.35,39.7166666667
2017-07-14 12:03:55.559,39.55,39.7166666667
2017-07-14 12:08:57.364,38.7166666667,39.9666666667
2017-07-14 12:13:59.473,39.7666666667,40.1666666667
2017-07-14 12:19:01.342,38.7833333333,40.0166666667
2017-07-14 12:24:03.113,39.0666666667,40.3666666667
2017-07-14 12:29:04.939,38.5166666667,40.3833333333
2017-07-14 12:34:06.760,38.8666666667,40.9666666667
2017-07-14 12:39:09.689,38.5,40.9833333333
2017-07-14 12:44:12.027,38.3666666667,41.05
2017-07-14 12:49:13.926,38.8666666667,41.25
2017-07-14 12:54:15.751,37.7333333333,40.3833333333
2017-07-14 12:59:18.134,38.55,40.5666666667
2017-07-14 13:04:20.668,38.5833333333,40.25
2017-07-14 13:09:22.579,39.2,39.7833333333
2017-07-14 13:14:24.615,38.1166666667,40.1166666667
2017-07-14 13:19:26.687,38.0333333333,40.1166666667
2017-07-14 13:29:30.497,38.4666666667,40.5333333333
2017-07-14 13:34:32.252,39.1333333333,40.3333333333
2017-07-14 13:39:34.143,38.3333333333,40.5666666667
2017-07-14 13:44:36.302,38.3333333333,41.05
2017-07-14 13:49:38.612,39.0666666667,40.4833333333
2017-07-14 13:54:40.419,38.2166666667,40.65
2017-07-14 13:59:42.465,38.65,41.1833333333
2017-07-14 14:04:44.588,38.7666666667,40.95
2017-07-14 14:09:46.767,39.0166666667,40.5166666667
2017-07-14 14:14:49.187,39.0833333333,40.4333333333
2017-07-14 14:19:50.871,38.9,40.5166666667
2017-07-14 14:24:52.639,39.3166666667,42.9333333333
2017-07-14 14:29:54.493,38.85,43.4833333333
2017-07-14 14:34:56.670,38.6666666667,43.5166666667
2017-07-14 14:39:58.423,37.9333333333,42.9833333333
2017-07-14 14:45:00.332,38.1,42.8333333333
2017-07-14 14:50:02.320,38.3666666667,43.2166666667
2017-07-14 14:55:04.188,38.2666666667,43.4166666667
2017-07-14 15:00:06.612,39.0666666667,43.1
2017-07-14 15:05:08.969,37.9166666667,42.6333333333
2017-07-14 15:10:10.758,38.2166666667,42.9666666667
2017-07-14 15:15:17.049,38.2333333333,43.5833333333
2017-07-14 15:20:19.190,38.1666666667,45.0166666667
2017-07-14 15:25:20.803,38.0333333333,45.4166666667
2017-07-14 15:30:22.451,38.9166666667,45.65
2017-07-14 15:35:24.867,38.6666666667,47.45
2017-07-14 15:40:27.189,39.1333333333,48.5666666667
2017-07-14 15:45:29.491,38.2166666667,48.7333333333
2017-07-14 15:50:31.823,38.2333333333,49.3166666667
2017-07-14 15:55:35.140,38.25,49.3
2017-07-14 16:00:36.945,38.4,49.9
2017-07-14 16:05:38.855,38.3666666667,50.2333333333
2017-07-14 16:10:40.734,38.3833333333,50.6166666667
2017-07-14 16:15:42.744,38.1333333333,52.2833333333
2017-07-14 16:20:44.641,38.6666666667,52.6
2017-07-14 16:25:46.608,38.8166666667,51.9833333333
2017-07-14 16:30:49.070,38.8833333333,51.8333333333
2017-07-14 16:35:50.927,38.4666666667,50.4166666667
2017-07-14 16:40:52.863,38.25,49.4333333333
2017-07-14 16:45:55.036,38.4333333333,48.9166666667
2017-07-14 16:50:56.749,37.6333333333,48.9333333333
2017-07-14 16:55:58.550,37.65,46.7666666667
2017-07-14 17:01:00.346,37.4833333333,46.7666666667
2017-07-14 17:06:02.409,37.85,45.6166666667
2017-07-14 17:11:04.401,37.5333333333,44.9
2017-07-14 17:16:06.240,37.3166666667,45.05
2017-07-14 17:21:08.418,37.65,45.4666666667
2017-07-14 17:26:10.168,37.5833333333,44.05
2017-07-14 17:31:12.180,37.6,43.7166666667
2017-07-14 17:36:14.414,37.3166666667,43.1
2017-07-14 17:41:16.412,36.85,42.1833333333
2017-07-14 17:46:18.209,36.9833333333,41.7333333333
2017-07-14 17:51:20.161,37.7833333333,41.05
2017-07-14 17:56:21.917,36.95,40.7666666667
2017-07-14 18:01:23.895,37.05,40.4
2017-07-14 18:06:25.827,36.9333333333,40.2333333333
2017-07-14 18:11:28.400,36.5666666667,39.4166666667
2017-07-14 18:16:30.713,36.7666666667,38.8666666667
2017-07-14 18:21:32.523,36.4166666667,38.1833333333
2017-07-14 18:26:34.554,36.85,37.9666666667
2017-07-14 18:31:36.253,36.6,37.7666666667
2017-07-14 18:36:37.999,36.8666666667,37.7833333333
2017-07-14 18:41:40.221,36.8,37.9666666667
2017-07-14 18:46:42.311,36.65,37.95
2017-07-14 18:51:44.152,36.7,38.1166666667
2017-07-14 18:56:46.071,36.75,38.2
2017-07-14 19:01:47.972,36.5666666667,38.4166666667
2017-07-14 19:06:49.678,36.2333333333,38.25
2017-07-14 19:11:51.621,36.4333333333,38.2666666667
2017-07-14 19:16:53.391,36.3333333333,38.4333333333
2017-07-14 19:21:55.569,36.6166666667,38.1833333333
2017-07-14 19:26:57.493,37.15,38.55
2017-07-14 19:31:59.567,36.9666666667,38.0833333333
2017-07-14 19:37:01.552,36.6833333333,38.0666666667
2017-07-14 19:42:03.503,36.35,38.05
2017-07-14 19:47:05.274,36.9166666667,37.9
2017-07-14 19:52:07.333,36.8166666667,38.1166666667
2017-07-14 19:57:09.402,36.5833333333,37.95
2017-07-14 20:02:11.113,36.6166666667,38.0666666667
2017-07-14 20:07:13.573,37.0,38.1166666667
2017-07-14 20:12:15.535,36.7,38.2833333333
2017-07-14 20:17:17.765,36.7166666667,38.2666666667
2017-07-14 20:22:19.436,36.85,38.1
2017-07-14 20:27:21.166,36.5,37.9166666667
2017-07-14 20:32:23.300,37.1666666667,38.0
2017-07-14 20:37:24.983,36.3833333333,38.2666666667
2017-07-14 20:42:27.115,37.2333333333,38.4333333333
2017-07-14 20:47:28.954,36.3833333333,38.4833333333
2017-07-14 20:52:31.235,36.6333333333,38.6166666667
2017-07-14 20:57:33.357,36.5666666667,38.0666666667
2017-07-14 21:02:35.301,36.65,38.25
2017-07-14 21:07:37.231,36.4833333333,38.0666666667
2017-07-14 21:12:39.118,36.7333333333,38.1333333333
2017-07-14 21:17:41.364,36.5833333333,38.3833333333
2017-07-14 21:22:43.348,36.4666666667,38.55
2017-07-14 21:27:45.401,36.2166666667,38.5833333333
2017-07-14 21:32:48.111,36.4666666667,38.3333333333
2017-07-14 21:37:50.192,36.5833333333,38.25
2017-07-14 21:42:51.948,37.1666666667,38.3166666667
2017-07-14 21:47:53.628,37.2333333333,38.25
2017-07-14 21:52:55.319,36.9833333333,38.4
2017-07-14 21:57:57.115,37.0,38.3666666667
2017-07-14 22:02:58.860,36.7333333333,38.2166666667
2017-07-14 22:08:00.732,36.7333333333,38.1166666667
2017-07-14 22:13:02.525,36.6833333333,37.8666666667
2017-07-14 22:18:04.896,37.2166666667,37.9166666667
2017-07-14 22:23:07.292,36.6666666667,38.0833333333
2017-07-14 22:28:09.262,36.5333333333,38.0333333333
2017-07-14 22:33:11.648,36.3333333333,37.8
2017-07-14 22:38:13.453,36.4166666667,37.8833333333
2017-07-14 22:43:15.199,36.3,37.9
2017-07-14 22:48:16.844,36.3166666667,37.75
2017-07-14 22:58:22.081,36.1,37.3666666667
2017-07-14 23:03:23.980,36.0666666667,37.3333333333
2017-07-14 23:08:25.777,36.1666666667,37.2333333333
2017-07-14 23:13:27.127,36.1666666667,37.2166666667
2017-07-14 23:18:29.156,36.05,37.2666666667
2017-07-14 23:23:30.854,35.9666666667,37.2166666667
2017-07-14 23:28:32.746,35.9333333333,37.2333333333
2017-07-14 23:33:34.928,35.6666666667,37.3666666667
2017-07-14 23:38:36.492,35.75,37.5166666667
2017-07-14 23:43:38.240,35.6833333333,37.45
2017-07-14 23:48:40.142,35.8,37.4
2017-07-14 23:53:42.145,36.1,37.2333333333
2017-07-14 23:58:44.050,36.0,37.3166666667
