,To work (min),From work (min)
2017-07-11 05:38:36.817,36.05,37.8333333333
2017-07-11 05:43:38.994,36.55,37.7666666667
2017-07-11 05:48:40.858,37.15,37.5166666667
2017-07-11 05:53:42.651,37.1,37.55
2017-07-11 05:58:44.302,37.35,37.6166666667
2017-07-11 06:03:45.974,37.5333333333,37.6833333333
2017-07-11 06:08:47.523,39.1333333333,37.7833333333
2017-07-11 06:13:49.037,40.4666666667,38.1666666667
2017-07-11 06:18:50.541,43.4,38.4166666667
2017-07-11 06:23:52.064,46.7333333333,37.8833333333
2017-07-11 06:28:53.545,46.9166666667,37.5166666667
2017-07-11 06:33:55.208,48.9166666667,37.0333333333
2017-07-11 06:38:56.764,48.75,36.9166666667
2017-07-11 06:43:58.631,49.1666666667,36.9333333333
2017-07-11 06:49:00.999,50.1166666667,37.2666666667
2017-07-11 06:54:02.689,50.2333333333,37.3666666667
2017-07-11 06:59:07.577,50.9,37.05
2017-07-11 07:04:09.034,50.05,37.1166666667
2017-07-11 07:09:10.946,51.0333333333,37.3333333333
2017-07-11 07:14:12.979,48.9833333333,37.3666666667
2017-07-11 07:19:14.591,48.6333333333,37.6166666667
2017-07-11 07:24:16.375,48.95,37.9
2017-07-11 07:29:17.918,47.9833333333,37.7666666667
2017-07-11 07:34:19.559,48.1833333333,38.0333333333
2017-07-11 07:39:21.063,48.1333333333,37.9666666667
2017-07-11 07:44:22.840,45.4833333333,38.4166666667
2017-07-11 07:49:25.114,46.0666666667,38.1
2017-07-11 07:54:27.632,43.8333333333,38.3333333333
2017-07-11 07:59:29.795,42.1333333333,38.35
2017-07-11 08:04:31.689,41.7333333333,38.4333333333
2017-07-11 08:09:33.437,39.8333333333,38.1833333333
2017-07-11 08:14:35.539,39.1333333333,38.0
2017-07-11 08:19:37.326,38.2166666667,37.7666666667
2017-07-11 08:24:39.369,37.7,38.05
2017-07-11 08:29:41.540,36.8666666667,38.2
2017-07-11 08:34:43.810,37.0166666667,38.3
2017-07-11 08:39:45.774,37.4166666667,38.0833333333
2017-07-11 08:44:47.353,37.3,38.0666666667
2017-07-11 08:49:49.316,37.5166666667,38.2
2017-07-11 08:54:51.192,37.9166666667,38.15
2017-07-11 08:59:54.185,37.4666666667,38.2833333333
2017-07-11 09:04:55.859,37.6333333333,38.5666666667
2017-07-11 09:09:57.988,37.2166666667,38.2333333333
2017-07-11 09:15:00.041,37.4666666667,38.55
2017-07-11 09:20:02.102,38.0666666667,38.4166666667
2017-07-11 09:25:04.031,38.15,38.7166666667
2017-07-11 09:30:05.963,37.5666666667,38.4
2017-07-11 09:35:08.602,38.0,38.55
2017-07-11 09:40:11.376,37.9833333333,38.4
2017-07-11 09:45:13.278,37.2166666667,38.5666666667
2017-07-11 09:50:15.355,38.1166666667,38.35
2017-07-11 09:55:18.296,37.75,38.8333333333
2017-07-11 10:00:20.121,37.4166666667,38.6833333333
2017-07-11 10:05:23.422,37.7,38.6666666667
2017-07-11 10:10:25.999,37.6166666667,38.5833333333
2017-07-11 10:15:28.234,37.6,38.5833333333
2017-07-11 10:20:30.773,37.9,38.5666666667
2017-07-11 10:25:33.585,37.6833333333,38.6333333333
2017-07-11 10:30:35.907,38.1333333333,38.6333333333
2017-07-11 10:35:38.135,37.9833333333,38.6666666667
2017-07-11 10:40:40.782,38.2666666667,38.5833333333
2017-07-11 10:45:43.089,37.7333333333,38.5166666667
2017-07-11 10:50:45.637,37.6833333333,38.3666666667
2017-07-11 10:55:47.717,38.0333333333,38.7333333333
2017-07-11 11:00:50.643,38.0333333333,38.7166666667
2017-07-11 11:05:52.554,38.2166666667,38.65
2017-07-11 11:10:55.223,38.3,38.8
2017-07-11 11:15:57.432,38.6666666667,38.8
2017-07-11 11:20:59.071,38.5166666667,39.35
2017-07-11 11:26:01.177,38.3333333333,39.0833333333
2017-07-11 11:31:03.536,38.6833333333,39.05
2017-07-11 11:36:05.882,37.7333333333,38.9
2017-07-11 11:41:08.356,37.9833333333,38.9833333333
2017-07-11 11:46:10.646,38.6333333333,39.3333333333
2017-07-11 11:51:13.697,38.7,39.5
2017-07-11 11:56:16.530,38.3833333333,39.8333333333
2017-07-11 12:01:18.529,38.4,39.7666666667
2017-07-11 12:06:20.793,38.05,39.7166666667
2017-07-11 12:11:23.384,38.9,39.85
2017-07-11 12:16:26.675,39.0333333333,39.9666666667
2017-07-11 12:21:29.196,38.9166666667,39.9833333333
2017-07-11 12:26:31.802,38.5166666667,39.85
2017-07-11 12:31:34.549,38.3,39.6333333333
2017-07-11 12:36:36.771,38.4,40.7666666667
2017-07-11 12:41:39.015,38.6166666667,39.75
2017-07-11 12:46:41.005,38.2166666667,39.1833333333
2017-07-11 12:51:43.807,38.6166666667,38.95
2017-07-11 12:56:46.705,38.5833333333,39.5166666667
2017-07-11 13:01:48.356,38.55,39.3666666667
2017-07-11 13:06:50.447,38.35,39.05
2017-07-11 13:11:52.626,38.5166666667,38.9833333333
2017-07-11 13:21:56.232,38.1833333333,39.0666666667
2017-07-11 13:26:58.773,38.6,39.0
2017-07-11 13:32:01.890,38.1166666667,39.0166666667
2017-07-11 13:37:04.437,38.5,38.65
2017-07-11 13:42:06.232,38.2333333333,38.5666666667
2017-07-11 13:47:07.902,38.5166666667,38.65
2017-07-11 13:52:10.364,38.7333333333,39.3666666667
2017-07-11 13:57:12.771,38.8166666667,39.0166666667
2017-07-11 14:02:15.854,39.0166666667,38.85
2017-07-11 14:07:19.253,38.8833333333,39.05
2017-07-11 14:12:21.384,38.35,39.0666666667
2017-07-11 14:17:24.210,38.25,39.2
2017-07-11 14:22:25.894,38.1333333333,39.05
2017-07-11 14:27:28.288,38.2833333333,39.0166666667
2017-07-11 14:32:30.159,38.35,39.1
2017-07-11 14:37:32.484,39.2166666667,39.0833333333
2017-07-11 14:42:34.307,37.85,39.2333333333
2017-07-11 14:47:36.370,38.1833333333,39.3666666667
2017-07-11 14:52:38.966,38.9166666667,39.1833333333
2017-07-11 14:57:40.733,38.25,39.2
2017-07-11 15:02:42.612,38.1333333333,38.9666666667
2017-07-11 15:07:44.697,37.9666666667,39.5833333333
2017-07-11 15:12:47.567,38.6333333333,39.8
2017-07-11 15:17:49.470,38.85,40.6833333333
2017-07-11 15:22:51.187,38.5,40.65
2017-07-11 15:27:53.569,37.95,40.9833333333
2017-07-11 15:32:56.191,37.8333333333,41.45
2017-07-11 15:37:58.690,38.2833333333,42.8166666667
2017-07-11 15:43:00.429,38.7,43.0666666667
2017-07-11 15:48:02.327,38.9166666667,44.6333333333
2017-07-11 15:53:04.239,39.2333333333,43.8166666667
2017-07-11 15:58:06.719,39.1833333333,44.45
2017-07-11 16:03:08.772,40.3666666667,46.5666666667
2017-07-11 16:08:11.322,39.3,48.1666666667
2017-07-11 16:13:13.085,39.5833333333,50.0833333333
2017-07-11 16:18:14.948,39.1333333333,49.5333333333
2017-07-11 16:23:16.896,39.6833333333,50.25
2017-07-11 16:28:19.171,39.4666666667,50.1666666667
2017-07-11 16:33:20.892,39.2166666667,50.0666666667
2017-07-11 16:38:23.028,38.9166666667,50.7
2017-07-11 16:43:25.292,39.6333333333,50.05
2017-07-11 16:48:27.607,39.0166666667,49.85
2017-07-11 16:53:29.414,38.8666666667,47.9666666667
2017-07-11 16:58:31.273,38.7833333333,48.2
2017-07-11 17:03:33.009,38.35,48.95
2017-07-11 17:08:35.017,38.7666666667,48.05
2017-07-11 17:13:37.014,37.9333333333,48.1333333333
2017-07-11 17:18:39.120,37.9833333333,47.6666666667
2017-07-11 17:23:40.899,37.9833333333,46.95
2017-07-11 17:28:42.998,38.8166666667,46.6666666667
2017-07-11 17:33:44.849,38.3833333333,44.25
2017-07-11 17:38:46.898,38.2333333333,44.3166666667
2017-07-11 17:43:48.567,37.9833333333,43.8666666667
2017-07-11 17:48:50.819,37.8,44.8166666667
2017-07-11 17:53:53.043,38.1666666667,44.3666666667
2017-07-11 17:58:54.910,37.8166666667,43.25
2017-07-11 18:03:56.981,37.5166666667,43.3666666667
2017-07-11 18:08:58.808,37.4833333333,42.3833333333
2017-07-11 18:14:00.691,37.15,42.0
2017-07-11 18:19:02.585,36.7333333333,41.8333333333
2017-07-11 18:24:04.565,36.9833333333,41.0
2017-07-11 18:29:06.508,36.9333333333,40.6166666667
2017-07-11 18:34:08.922,36.7666666667,40.9333333333
2017-07-11 18:39:10.759,37.1666666667,39.6333333333
2017-07-11 18:44:13.037,36.7333333333,39.0333333333
2017-07-11 18:49:15.477,37.0833333333,38.4
2017-07-11 18:54:17.387,37.5,38.7833333333
2017-07-11 18:59:19.162,36.9666666667,38.5666666667
2017-07-11 19:04:21.029,36.5833333333,38.5666666667
2017-07-11 19:09:23.049,37.6666666667,38.25
2017-07-11 19:14:25.201,37.4166666667,38.05
2017-07-11 19:19:27.351,37.7,38.1
2017-07-11 19:24:29.389,37.0666666667,38.3333333333
2017-07-11 19:29:31.688,37.1666666667,38.5
2017-07-11 19:34:33.997,36.8,38.6333333333
2017-07-11 19:39:36.065,36.75,38.6333333333
2017-07-11 19:44:38.034,36.7333333333,38.5833333333
2017-07-11 19:49:40.020,37.0,38.4333333333
2017-07-11 19:54:42.311,37.2,38.2
2017-07-11 19:59:44.291,37.1,38.2333333333
2017-07-11 20:04:46.873,36.4,38.2166666667
2017-07-11 20:09:48.633,36.4166666667,38.0666666667
2017-07-11 20:14:51.116,36.45,38.15
2017-07-11 20:19:53.398,36.3,38.25
2017-07-11 20:24:57.545,36.3833333333,38.0
2017-07-11 20:29:59.425,36.55,38.0333333333
2017-07-11 20:35:01.694,36.2833333333,38.1666666667
2017-07-11 20:40:03.764,36.15,38.0666666667
2017-07-11 20:45:05.808,36.1833333333,37.9
2017-07-11 20:50:08.284,36.15,37.8833333333
2017-07-11 20:55:11.423,36.6166666667,37.8166666667
2017-07-11 21:00:13.446,36.35,37.9333333333
2017-07-11 21:05:15.552,36.1833333333,37.95
2017-07-11 21:10:17.866,36.6166666667,38.0
2017-07-11 21:15:20.083,37.1666666667,38.0166666667
2017-07-11 21:20:21.896,36.7833333333,38.05
2017-07-11 21:25:23.811,36.5833333333,37.9333333333
2017-07-11 21:30:25.741,36.6,37.8833333333
2017-07-11 21:35:27.819,36.3,37.75
2017-07-11 21:40:29.856,36.4333333333,38.0
2017-07-11 21:45:31.688,37.2666666667,38.4333333333
2017-07-11 21:50:33.809,36.6833333333,38.2333333333
2017-07-11 21:55:35.919,36.3833333333,38.2333333333
2017-07-11 22:00:37.887,36.3166666667,38.1833333333
2017-07-11 22:05:40.359,36.1666666667,38.35
2017-07-11 22:10:42.260,36.3,38.5333333333
2017-07-11 22:15:44.071,36.4833333333,38.5833333333
2017-07-11 22:20:45.831,37.1166666667,38.95
2017-07-11 22:25:47.580,36.4666666667,38.9
2017-07-11 22:30:49.919,36.4,38.85
2017-07-11 22:35:51.691,36.95,38.65
2017-07-11 22:40:53.945,36.7333333333,38.6
2017-07-11 22:45:55.959,36.5666666667,38.4
2017-07-11 22:50:58.230,36.5166666667,38.2166666667
2017-07-11 22:56:00.391,36.5666666667,37.8
2017-07-11 23:01:02.070,36.65,37.6166666667
2017-07-11 23:06:03.942,36.85,37.8
2017-07-11 23:11:05.851,36.6333333333,37.7333333333
2017-07-11 23:16:07.652,36.7,37.6666666667
2017-07-11 23:21:09.493,36.7166666667,37.5833333333
2017-07-11 23:26:11.344,36.5166666667,37.4333333333
2017-07-11 23:31:12.981,36.8333333333,37.3
2017-07-11 23:36:15.279,37.4,37.3833333333
2017-07-11 23:41:17.206,37.2666666667,37.4333333333
2017-07-11 23:46:18.933,36.9333333333,37.45
2017-07-11 23:51:21.159,36.9833333333,37.4666666667
2017-07-11 23:56:22.941,37.1333333333,37.5833333333
